Method,Mean MAPE,Std MAPE,Best MAPE,Median Time (s),Mean Evaluations
hdmr_adaptive,8.987181147983073,0.22946712500862707,8.697114224219318,805.6165080070496,5000.0
random_search,9.225467403222625,0.16845702502562263,9.00765362552636,15.03696608543396,20.0
hdmr_standard,9.64956101269887,0.5452686660223968,9.006204185719714,45.95541954040527,200.0
default,9.663572217145418,0.0,9.663572217145418,0.20555830001831055,1.0
optuna,999.0,0.0,999.0,0.0,0.0
