Method,Mean MAPE,Std MAPE,Best MAPE,Median Time (s),Mean Evaluations
random_search,9.225467403222625,0.16845702502562263,9.00765362552636,14.51911449432373,20.0
default,9.663572217145418,0.0,9.663572217145418,0.19970965385437012,1.0
hdmr_standard,10.503000812219437,0.0,10.503000812219437,43.6384699344635,200.0
hdmr_adaptive,10.503000812219437,0.0,10.503000812219437,43.63080620765686,200.0
optuna,999.0,0.0,999.0,0.0,0.0
