run_id,dataset,model,method,fold,mape,rmse,mae,best_val,duration_sec,n_evals,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves
20260415_111629,payten,XGBoost,HDMR-200,1,11.535,1.3056,1.06,1.1239852461752915,287.33,201,0.10000000000000002,4,0.0010000000000000002,1.0,0.631958869925543,0.6,0.0001,0.44193805051706664,depthwise,10
20260415_111629,payten,XGBoost,HDMR-200,2,18.7665,2.9078,2.6854,0.9158948836949589,208.21,201,0.10000000000000002,4,0.0010000000000000002,0.9774365458664864,0.6323637221431118,0.6177308592692973,0.0695023672942525,0.0001,depthwise,8
