run_id,dataset,model,method,fold,mape,rmse,mae,best_val,duration_sec,n_evals,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves,param_feature_fraction,param_bagging_fraction,param_bagging_freq,param_num_leaves,param_min_data_in_leaf,param_extra_trees,param_min_data_per_group,param_cat_l2,param_cat_smooth,param_max_cat_to_onehot,param_lambda_l1,param_lambda_l2
20260415_112704,payten,XGBoost,Optuna-200,2,17.6488,2.8011,2.548,0.992269769458374,96.85,200,0.02080407167978533,5.0,2.1449453611445644,0.6797087939285285,0.9755100995583347,0.9784635759813515,0.12286869687274266,0.18775312139621528,depthwise,9.0,,,,,,,,,,,,
20260415_112704,payten,XGBoost,Optuna-200,3,9.806,1.7362,1.6138,0.6785397163882786,131.14,200,0.04608755661874872,10.0,0.7013035811197964,0.9879658229353018,0.6252677121181798,0.6614435018831882,0.15464446480120708,0.2080751094633487,depthwise,10.0,,,,,,,,,,,,
20260415_112704,payten,LightGBM,HDMR-200,1,12.8868,1.3616,1.1844,1.139435955980654,39.55,201,0.07502802559142446,,,,,,,,,,1.0,0.9765914960570765,1.0,200.0,26.0,False,100.0,2.0,0.0038228161083606604,8.0,0.0001,0.0001
20260415_112704,payten,LightGBM,HDMR-200,2,24.4161,3.703,3.4857,1.243308342694022,88.26,201,0.02422824888139977,,,,,,,,,,0.4,0.9837050982653566,1.0,3.0,64.0,True,2.0,0.6566727418216209,100.00000000000004,20.0,0.0001,0.31588108008262866
20260415_112704,payten,LightGBM,HDMR-200,3,16.3078,2.8211,2.6752,1.1804940347787476,112.39,201,0.10000000000000002,,,,,,,,,,0.8900347866112946,1.0,1.0,200.0,1.0,False,3.0,2.0,0.0010000000000000002,100.0,0.0001,0.0001
20260415_112704,payten,LightGBM,A-HDMR-200,1,13.3631,1.4042,1.2448,1.2714499020179841,32.69,402,0.10000000000000002,,,,,,,,,,1.0,0.7,1.0,188.0,64.0,False,2.0,0.0054678378524028945,36.75755392787086,8.0,0.013221177864224202,0.3641647584491427
20260415_112704,payten,LightGBM,A-HDMR-200,2,23.629,3.6227,3.3861,1.1154936378453575,90.51,402,0.0271508155722349,,,,,,,,,,0.9917940880237269,0.7,1.0,46.0,61.0,False,95.0,0.005312414067759827,0.0011934818081916364,67.0,0.0001,0.02909839253932623
20260415_112704,payten,LightGBM,A-HDMR-200,3,16.5562,2.8052,2.7104,0.8495101556972343,126.9,402,0.0782373111820035,,,,,,,,,,0.9897727781126411,0.7037177893358312,1.0,20.0,3.0,False,15.0,0.005376473867893583,63.97040623553683,97.0,0.9869180361933924,1.9602277657237621
20260415_112704,payten,LightGBM,A-HDMR-600,1,13.3547,1.41,1.2402,1.212209338993171,143.79,602,0.07212715278273797,,,,,,,,,,0.4,1.0,1.0,7.0,64.0,False,5.0,2.0,0.005191213401531205,14.0,1.0,2.0
20260415_112704,payten,LightGBM,A-HDMR-600,2,21.1539,3.2181,3.0138,1.0857644860857605,143.15,1003,0.0641983480631848,,,,,,,,,,0.9940677504255959,0.7,1.0,6.0,1.0,True,97.0,0.9485438801108365,0.014783765755186952,45.0,0.0001,1.9839256919839157
20260415_112704,payten,LightGBM,A-HDMR-600,3,10.4797,1.8464,1.7216,0.8003082824964647,186.55,602,0.04686042010292769,,,,,,,,,,0.8118837012043743,0.7,1.0,8.0,5.0,False,61.0,0.12676265282472635,0.0010000000000000002,100.0,0.0001,0.0001
20260415_112704,payten,LightGBM,RS-200,1,13.1706,1.327,1.1867,1.1223193137547611,41.99,200,0.05101677161858663,,,,,,,,,,0.6188334858044982,0.729020257666707,1.0,21.0,1.0,False,40.0,0.5104321228530706,0.0012846646907706842,14.0,0.050205776074528696,0.8370507215018385
20260415_112704,payten,LightGBM,RS-200,2,20.0294,3.0888,2.869,1.0385006119515219,25.32,200,0.08717734871219135,,,,,,,,,,0.8922657936811447,0.72963462267071,1.0,5.0,3.0,False,3.0,0.46981227058202013,10.77549762946948,79.0,0.4616330894530751,1.4280965266462415
