nohup: ignoring input
2026-03-05 12:18:23 | INFO     | hdmr.benchmark | ============================================================
2026-03-05 12:18:23 | INFO     | hdmr.benchmark | HDMR vs. TabArena  |  XGBoost HPO Benchmark
2026-03-05 12:18:23 | INFO     | hdmr.benchmark | Run ID   : 20260305_121823
2026-03-05 12:18:23 | INFO     | hdmr.benchmark | Log file : /mnt/disk1/erdemy/app2scale/hdmr-opt/logs/hdmr_tabarena_20260305_121823.log
2026-03-05 12:18:23 | INFO     | hdmr.benchmark | ============================================================
2026-03-05 12:18:23 | INFO     | hdmr.benchmark | Configuration:
2026-03-05 12:18:23 | INFO     | hdmr.benchmark |   dataset    = openml:44959
2026-03-05 12:18:23 | INFO     | hdmr.benchmark |   basis      = Legendre  degree=3  samples=200
2026-03-05 12:18:23 | INFO     | hdmr.benchmark |   adaptive   = False  maxiter=15  k=50  eps=0.010  clip=0.90
2026-03-05 12:18:23 | INFO     | hdmr.benchmark |   folds      = 8  seed=42  dims=10  n_est=10000  es=50
2026-03-05 12:18:23 | INFO     | hdmr.benchmark |   space      = TabArena Table C.3 (10D, grow_policy + max_leaves)
2026-03-05 12:18:23 | INFO     | hdmr.benchmark | Loading: 'openml:44959'
2026-03-05 12:18:23 | INFO     | openml.config | No config file found at /home/erdemy/.config/openml/config, using default configuration.
2026-03-05 12:18:23 | INFO     | openml.datasets.dataset | pickle write concrete_compressive_strength
2026-03-05 12:18:23 | INFO     | hdmr.benchmark | Dataset: OpenML-44959 (concrete_compressive_strength) | 1030 x 8 | target mean=35.8 std=16.7
2026-03-05 12:18:23 | INFO     | hdmr.benchmark | --- Runtime Estimation (probe fit) ---
2026-03-05 12:18:24 | INFO     | hdmr.benchmark |   Probe    : 0.610s on 901 rows
2026-03-05 12:18:24 | INFO     | hdmr.benchmark |   Scale    : x1.0  ->  ~0.610s per XGBoost eval
2026-03-05 12:18:24 | INFO     | hdmr.benchmark |   Budget   : 200 samples x 1 iters x 8 folds = 1600 total evals
2026-03-05 12:18:24 | INFO     | hdmr.benchmark |   Estimate : 0:16:15  (16.3 min)
2026-03-05 12:18:24 | WARNING  | hdmr.benchmark | Estimated runtime exceeds 10 min! Consider: HDMR_SAMPLES=100 HDMR_ADAPTIVE=0 N_FOLDS=3
2026-03-05 12:18:24 | INFO     | hdmr.benchmark | --- Starting 8-Fold Outer CV ---
2026-03-05 12:18:24 | INFO     | hdmr.benchmark | Fold 1/8 | train=901  test=129

  Fold 1/8 |                                            | 0/200 evals [00:00<?, ?eval/s]
  Fold 1/8 |▏                                   | 1/200 evals [00:05<17:03,  5.14s/eval]
  Fold 1/8 |      | 1/200 evals [00:05<17:03,  5.14s/eval], val_rmse=0.2780, best=0.2780
  Fold 1/8 |      | 2/200 evals [00:08<12:44,  3.86s/eval], val_rmse=0.2780, best=0.2780
  Fold 1/8 |      | 2/200 evals [00:08<12:44,  3.86s/eval], val_rmse=0.2695, best=0.2695
  Fold 1/8 |      | 3/200 evals [00:09<08:44,  2.66s/eval], val_rmse=0.2695, best=0.2695
  Fold 1/8 |      | 3/200 evals [00:09<08:44,  2.66s/eval], val_rmse=0.2555, best=0.2555
  Fold 1/8 |      | 4/200 evals [00:14<11:47,  3.61s/eval], val_rmse=0.2555, best=0.2555
  Fold 1/8 |      | 4/200 evals [00:14<11:47,  3.61s/eval], val_rmse=0.2924, best=0.2555
  Fold 1/8 |▏     | 5/200 evals [00:15<08:14,  2.53s/eval], val_rmse=0.2924, best=0.2555
  Fold 1/8 |▏     | 5/200 evals [00:15<08:14,  2.53s/eval], val_rmse=0.2850, best=0.2555
  Fold 1/8 |▏     | 6/200 evals [00:16<06:49,  2.11s/eval], val_rmse=0.2850, best=0.2555
  Fold 1/8 |▏     | 6/200 evals [00:16<06:49,  2.11s/eval], val_rmse=0.2786, best=0.2555
  Fold 1/8 |▏     | 7/200 evals [00:19<07:27,  2.32s/eval], val_rmse=0.2786, best=0.2555
  Fold 1/8 |▏     | 7/200 evals [00:19<07:27,  2.32s/eval], val_rmse=0.2559, best=0.2555
  Fold 1/8 |▏     | 8/200 evals [00:20<06:35,  2.06s/eval], val_rmse=0.2559, best=0.2555
  Fold 1/8 |▏     | 8/200 evals [00:20<06:35,  2.06s/eval], val_rmse=0.2957, best=0.2555
  Fold 1/8 |▎     | 9/200 evals [00:21<05:32,  1.74s/eval], val_rmse=0.2957, best=0.2555
  Fold 1/8 |▎     | 9/200 evals [00:21<05:32,  1.74s/eval], val_rmse=0.2530, best=0.2530
  Fold 1/8 |▎    | 10/200 evals [00:22<04:32,  1.44s/eval], val_rmse=0.2530, best=0.2530
  Fold 1/8 |▎    | 10/200 evals [00:22<04:32,  1.44s/eval], val_rmse=0.2936, best=0.2530
  Fold 1/8 |▎    | 11/200 evals [00:26<07:13,  2.29s/eval], val_rmse=0.2936, best=0.2530
  Fold 1/8 |▎    | 11/200 evals [00:26<07:13,  2.29s/eval], val_rmse=0.2966, best=0.2530
  Fold 1/8 |▎    | 12/200 evals [00:29<07:37,  2.43s/eval], val_rmse=0.2966, best=0.2530
  Fold 1/8 |▎    | 12/200 evals [00:29<07:37,  2.43s/eval], val_rmse=0.2637, best=0.2530
  Fold 1/8 |▎    | 13/200 evals [00:31<06:49,  2.19s/eval], val_rmse=0.2637, best=0.2530
  Fold 1/8 |▎    | 13/200 evals [00:31<06:49,  2.19s/eval], val_rmse=0.2924, best=0.2530
  Fold 1/8 |▎    | 14/200 evals [00:39<12:54,  4.17s/eval], val_rmse=0.2924, best=0.2530
  Fold 1/8 |▎    | 14/200 evals [00:39<12:54,  4.17s/eval], val_rmse=0.2627, best=0.2530
  Fold 1/8 |▍    | 15/200 evals [00:42<11:23,  3.70s/eval], val_rmse=0.2627, best=0.2530
  Fold 1/8 |▍    | 15/200 evals [00:42<11:23,  3.70s/eval], val_rmse=0.2719, best=0.2530
  Fold 1/8 |▍    | 16/200 evals [00:43<09:04,  2.96s/eval], val_rmse=0.2719, best=0.2530
  Fold 1/8 |▍    | 16/200 evals [00:43<09:04,  2.96s/eval], val_rmse=0.2759, best=0.2530
  Fold 1/8 |▍    | 17/200 evals [00:44<06:50,  2.24s/eval], val_rmse=0.2759, best=0.2530
  Fold 1/8 |▍    | 17/200 evals [00:44<06:50,  2.24s/eval], val_rmse=0.2950, best=0.2530
  Fold 1/8 |▍    | 18/200 evals [00:45<05:44,  1.89s/eval], val_rmse=0.2950, best=0.2530
  Fold 1/8 |▍    | 18/200 evals [00:45<05:44,  1.89s/eval], val_rmse=0.2890, best=0.2530
  Fold 1/8 |▍    | 19/200 evals [00:46<04:48,  1.60s/eval], val_rmse=0.2890, best=0.2530
  Fold 1/8 |▍    | 19/200 evals [00:46<04:48,  1.60s/eval], val_rmse=0.2574, best=0.2530
  Fold 1/8 |▌    | 20/200 evals [00:47<04:24,  1.47s/eval], val_rmse=0.2574, best=0.2530
  Fold 1/8 |▌    | 20/200 evals [00:47<04:24,  1.47s/eval], val_rmse=0.2921, best=0.2530
  Fold 1/8 |▌    | 21/200 evals [00:47<03:38,  1.22s/eval], val_rmse=0.2921, best=0.2530
  Fold 1/8 |▌    | 21/200 evals [00:47<03:38,  1.22s/eval], val_rmse=0.2554, best=0.2530
  Fold 1/8 |▌    | 22/200 evals [00:48<03:26,  1.16s/eval], val_rmse=0.2554, best=0.2530
  Fold 1/8 |▌    | 22/200 evals [00:48<03:26,  1.16s/eval], val_rmse=0.2640, best=0.2530
  Fold 1/8 |▌    | 23/200 evals [00:56<09:11,  3.12s/eval], val_rmse=0.2640, best=0.2530
  Fold 1/8 |▌    | 23/200 evals [00:56<09:11,  3.12s/eval], val_rmse=0.2492, best=0.2492
  Fold 1/8 |▌    | 24/200 evals [00:57<07:33,  2.58s/eval], val_rmse=0.2492, best=0.2492
  Fold 1/8 |▌    | 24/200 evals [00:57<07:33,  2.58s/eval], val_rmse=0.2980, best=0.2492
  Fold 1/8 |▋    | 25/200 evals [01:02<09:32,  3.27s/eval], val_rmse=0.2980, best=0.2492
  Fold 1/8 |▋    | 25/200 evals [01:02<09:32,  3.27s/eval], val_rmse=0.2987, best=0.2492
  Fold 1/8 |▋    | 26/200 evals [01:04<07:55,  2.73s/eval], val_rmse=0.2987, best=0.2492
  Fold 1/8 |▋    | 26/200 evals [01:04<07:55,  2.73s/eval], val_rmse=0.2848, best=0.2492
  Fold 1/8 |▋    | 27/200 evals [01:06<07:18,  2.53s/eval], val_rmse=0.2848, best=0.2492
  Fold 1/8 |▋    | 27/200 evals [01:06<07:18,  2.53s/eval], val_rmse=0.2766, best=0.2492
  Fold 1/8 |▋    | 28/200 evals [01:08<07:17,  2.54s/eval], val_rmse=0.2766, best=0.2492
  Fold 1/8 |▋    | 28/200 evals [01:08<07:17,  2.54s/eval], val_rmse=0.2858, best=0.2492
  Fold 1/8 |▋    | 29/200 evals [01:10<06:11,  2.18s/eval], val_rmse=0.2858, best=0.2492
  Fold 1/8 |▋    | 29/200 evals [01:10<06:11,  2.18s/eval], val_rmse=0.2808, best=0.2492
  Fold 1/8 |▊    | 30/200 evals [01:13<06:44,  2.38s/eval], val_rmse=0.2808, best=0.2492
  Fold 1/8 |▊    | 30/200 evals [01:13<06:44,  2.38s/eval], val_rmse=0.2514, best=0.2492
  Fold 1/8 |▊    | 31/200 evals [01:14<06:13,  2.21s/eval], val_rmse=0.2514, best=0.2492
  Fold 1/8 |▊    | 31/200 evals [01:14<06:13,  2.21s/eval], val_rmse=0.2970, best=0.2492
  Fold 1/8 |▊    | 32/200 evals [01:16<05:43,  2.04s/eval], val_rmse=0.2970, best=0.2492
  Fold 1/8 |▊    | 32/200 evals [01:16<05:43,  2.04s/eval], val_rmse=0.2683, best=0.2492
  Fold 1/8 |▊    | 33/200 evals [01:18<05:18,  1.91s/eval], val_rmse=0.2683, best=0.2492
  Fold 1/8 |▊    | 33/200 evals [01:18<05:18,  1.91s/eval], val_rmse=0.3005, best=0.2492
  Fold 1/8 |▊    | 34/200 evals [01:19<04:28,  1.62s/eval], val_rmse=0.3005, best=0.2492
  Fold 1/8 |▊    | 34/200 evals [01:19<04:28,  1.62s/eval], val_rmse=0.2813, best=0.2492
  Fold 1/8 |▉    | 35/200 evals [01:20<04:11,  1.52s/eval], val_rmse=0.2813, best=0.2492
  Fold 1/8 |▉    | 35/200 evals [01:20<04:11,  1.52s/eval], val_rmse=0.2557, best=0.2492
