Parameter,Total_Variance_Mean,Total_Variance_Std,Mean_Abs_Coeff_Mean,Mean_Abs_Coeff_Std,Max_Abs_Coeff_Mean,Max_Abs_Coeff_Std,Dominant_Degree_Mean,Dominant_Degree_Std,Significant_Degrees_Mean,Significant_Degrees_Std,Relative_Importance_Mean,Relative_Importance_Std
min_child_weight,0.7696378799048128,0.2270745979601905,0.22088673626956765,0.029018355782202826,0.5619659450828242,0.08430372428339118,6.0,4.58257569495584,5.666666666666667,1.1547005383792517,46.79253757071933,7.217324702039298
max_depth,0.5531869773808422,0.04890802306057752,0.18834131009097954,0.008325376766200779,0.44557880008446443,0.026901123695180208,5.666666666666667,2.5166114784235836,4.666666666666667,0.5773502691896257,34.77329546337452,7.502741340720474
gamma,0.22890834195236764,0.06329030322414111,0.12205076398292769,0.024075737903788752,0.26479847545559737,0.02444165901527613,2.3333333333333335,2.3094010767585034,5.666666666666667,1.5275252316519465,14.199576243326723,3.8897345904206255
subsample,0.026504502725807167,0.015600793882005524,0.03977391037806451,0.013687597833640468,0.10817373835966142,0.022463923064366273,8.0,2.0,4.666666666666667,1.5275252316519465,1.5950977266530557,0.758602995137005
learning_rate,0.023137458091936874,0.010517917959117834,0.038974907985470424,0.010778844316826196,0.09330093519318167,0.019615571498853235,4.0,5.196152422706632,4.666666666666667,1.1547005383792517,1.3888451007948674,0.5179886631843709
colsample_bytree,0.01975316152619217,0.0042781037496455,0.03806529839974831,0.0055603320438339,0.0806653794303089,0.01868139584379902,6.0,1.0,6.0,1.0,1.2506478951314957,0.42196607223721977
