date,transactions
2017-08-06,4.380994348
2017-08-07,6.385442938
2017-08-08,5.867531382000001
2017-08-09,5.848644795
2017-08-10,6.079390229
2017-08-11,5.921434798000001
2017-08-12,4.881945941
2017-08-13,4.44757793
2017-08-14,9.800830651
2017-08-15,6.796100804
2017-08-16,6.523771127
2017-08-17,5.877234841
2017-08-18,6.770740557
2017-08-19,4.504289211
2017-08-20,4.525247740999999
2017-08-21,6.207035241
2017-08-22,7.011212894
2017-08-23,6.968555128
2017-08-24,6.843760252
2017-08-25,5.751230510999999
2017-08-26,5.27257343
2017-08-27,3.863073418
2017-08-28,5.523761753
2017-08-29,5.232629872
2017-08-30,5.141084536999999
2017-08-31,4.696520817
2017-09-01,3.363673439
2017-09-02,3.317256218
2017-09-03,3.653774035
2017-09-04,4.2001490630000005
2017-09-05,6.700088127000001
2017-09-06,5.895596412000001
2017-09-07,5.729976654
2017-09-08,5.631760778
2017-09-09,4.53595905
2017-09-10,4.387200808999999
2017-09-11,6.304768285
2017-09-12,5.8902337760000005
2017-09-13,10.515131770999998
2017-09-14,5.404357651
2017-09-15,6.320659461
2017-09-16,3.744391212000001
2017-09-17,5.270403046
2017-09-18,6.129965404999999
2017-09-19,6.044153081999999
2017-09-20,6.049187629
2017-09-21,6.666233838
2017-09-22,4.958007931999999
2017-09-23,3.5795824210000005
2017-09-24,3.203950759
2017-09-25,6.046300067999999
2017-09-26,7.408942187
2017-09-27,6.453774973
2017-09-28,6.680531255
2017-09-29,8.589632743
2017-09-30,7.056833202999999
2017-10-01,6.131493582000001
2017-10-02,9.002395396
2017-10-03,7.907160870999999
2017-10-04,7.830194162
2017-10-05,7.936139996
2017-10-06,7.481844693000001
2017-10-07,6.063236547999999
2017-10-08,5.733389271
2017-10-09,7.128127841
2017-10-10,5.818850022000001
2017-10-11,8.858582676000001
2017-10-12,7.600170632999999
2017-10-13,6.133499901
2017-10-14,7.742872411
2017-10-15,4.298238375
2017-10-16,6.576474502
2017-10-17,6.103550434000001
2017-10-18,6.914426749
2017-10-19,5.6938301
2017-10-20,6.442688655
2017-10-21,4.8163046210000005
2017-10-22,5.3935385270000005
2017-10-23,6.435750916
2017-10-24,6.249360137
2017-10-25,6.249936720999999
2017-10-26,6.694566063
2017-10-27,5.937799428
2017-10-28,4.538654457
2017-10-29,4.193825413999999
2017-10-30,6.978582114
2017-10-31,6.804866735
2017-11-01,6.238353504999999
2017-11-02,5.871600273
2017-11-03,5.783134769999999
2017-11-04,4.61915097
2017-11-05,4.332420802
2017-11-06,6.635778105999999
2017-11-07,6.36151712
2017-11-08,6.18318911
2017-11-09,5.957871994
2017-11-10,6.179757743
2017-11-11,6.664813477
2017-11-12,4.630387294
2017-11-13,6.671746534
2017-11-14,10.544621846999998
2017-11-15,6.656141307
2017-11-16,6.539090408000001
2017-11-17,6.218477822
2017-11-18,5.751535208
2017-11-19,4.321226668
2017-11-20,7.155569447
2017-11-21,6.631109197999999
2017-11-22,7.594503210000001
2017-11-23,7.248192943999999
2017-11-24,9.424270836000002
2017-11-25,5.845668129999999
2017-11-26,5.838252251
2017-11-27,7.1653947460000005
2017-11-28,6.859520171
2017-11-29,6.779051782
2017-11-30,8.913597079999999
2017-12-01,6.764055912
2017-12-02,5.045901577
2017-12-03,4.612166356
2017-12-04,6.726132774
2017-12-05,6.906626478
2017-12-06,6.5016594350000005
2017-12-07,6.511630088
2017-12-08,6.480864972999999
2017-12-09,5.201058474
2017-12-10,5.073315056
2017-12-11,8.34175866
2017-12-12,6.863650003
2017-12-13,10.883141319
2017-12-14,6.529518190000001
2017-12-15,7.215210487
2017-12-16,5.304149519000001
2017-12-17,5.837028779000001
2017-12-18,6.827723807
2017-12-19,6.751427481
2017-12-20,6.880009941999999
2017-12-21,7.763915362
2017-12-22,6.590181279
2017-12-23,5.014081734
2017-12-24,4.663294678
2017-12-25,7.553158080999999
2017-12-26,6.63233276
2017-12-27,6.438769812
2017-12-28,6.876859835
2017-12-29,7.616300838999999
2017-12-30,4.464148817
2017-12-31,3.515108336
2018-01-01,4.854016855999999
2018-01-02,6.660182074
2018-01-03,6.786430163
2018-01-04,6.238728521
2018-01-05,6.6061005
2018-01-06,5.250850783000001
2018-01-07,4.685050147
2018-01-08,6.772625041
2018-01-09,6.509328481999999
2018-01-10,7.767393589999999
2018-01-11,6.589656207999999
2018-01-12,6.318728119999999
2018-01-13,5.074510377999999
2018-01-14,7.854241912999999
2018-01-15,7.62867157
2018-01-16,6.987554300000001
2018-01-17,6.532466706000001
2018-01-18,7.620740163
2018-01-19,6.354284014999999
2018-01-20,5.274059422
2018-01-21,4.686156398
2018-01-22,7.550012661
2018-01-23,6.46646912
2018-01-24,7.160125791
2018-01-25,6.493381063999999
2018-01-26,7.0229179770000005
2018-01-27,4.978943029
2018-01-28,4.630893561000001
2018-01-29,7.420689468
2018-01-30,8.107797459
2018-01-31,8.843329027
2018-02-01,6.833836525999999
2018-02-02,6.76863111
2018-02-03,5.343713382999999
2018-02-04,4.900326263
2018-02-05,7.317251572
2018-02-06,7.141295485
2018-02-07,8.200106953999999
2018-02-08,6.86860018
2018-02-09,6.653164601
2018-02-10,5.607249001
2018-02-11,5.280992474
2018-02-12,7.918247164
2018-02-13,7.715984
2018-02-14,10.081419993
2018-02-15,7.694866121
2018-02-16,6.962878462
2018-02-17,5.33493339
2018-02-18,5.959259538
2018-02-19,7.169712132
2018-02-20,7.494149868999999
2018-02-21,6.881533389
2018-02-22,7.749594496
2018-02-23,6.91537838
2018-02-24,4.914698632
2018-02-25,4.863209361
2018-02-26,7.830925474000001
2018-02-27,6.82074853
2018-02-28,9.357284211
2018-03-01,6.987258974
2018-03-02,7.488435543
2018-03-03,5.228612552
2018-03-04,4.953840601
2018-03-05,7.681862554
2018-03-06,7.1865360990000005
2018-03-07,6.885386734
2018-03-08,7.385217894
2018-03-09,7.880567848
2018-03-10,5.375950426999999
2018-03-11,4.974470994999999
2018-03-12,7.424566195
2018-03-13,7.873222247999999
2018-03-14,9.831300441
2018-03-15,7.710354068000001
2018-03-16,7.344369650999999
2018-03-17,5.361296830000001
2018-03-18,6.019856933
2018-03-19,7.673195062
2018-03-20,7.63491089
2018-03-21,7.236722208
2018-03-22,7.770782736
2018-03-23,6.882878861
2018-03-24,5.164761916
2018-03-25,4.490582496
2018-03-26,7.644680008999999
2018-03-27,6.786083281
2018-03-28,7.169313657
2018-03-29,7.155728726
2018-03-30,7.861685838
2018-03-31,5.990610577
2018-04-01,5.035049682
2018-04-02,7.733126764
2018-04-03,6.9465746600000005
2018-04-04,6.774537595
2018-04-05,6.847388501999999
2018-04-06,6.933496129
2018-04-07,5.134479629000001
2018-04-08,5.915326824999999
2018-04-09,7.331277098999999
2018-04-10,7.466187862
2018-04-11,7.289392731000001
2018-04-12,7.372945683
2018-04-13,6.688889355
2018-04-14,8.383581922
2018-04-15,5.228373525
2018-04-16,7.573521265
2018-04-17,7.173659099999999
2018-04-18,8.076976088
2018-04-19,7.015038028000001
2018-04-20,7.101323797999999
2018-04-21,5.2353956020000005
2018-04-22,5.328769072
2018-04-23,5.433482135
2018-04-24,6.489940278000001
2018-04-25,7.600278528
2018-04-26,7.634934363
2018-04-27,6.861606183999999
2018-04-28,5.400523148
2018-04-29,4.654913189
2018-04-30,8.809821624000001
2018-05-01,5.642345527
2018-05-02,7.048606358
2018-05-03,6.68411264
2018-05-04,6.58338414
2018-05-05,4.86790171
2018-05-06,4.732962659
2018-05-07,7.622858944999999
2018-05-08,8.489274636
2018-05-09,7.1091616
2018-05-10,7.853937166
2018-05-11,7.371304953
2018-05-12,5.753438441
2018-05-13,4.789313092
2018-05-14,10.003562672
2018-05-15,7.643901873000001
2018-05-16,7.518066248
2018-05-17,6.010861323
2018-05-18,8.496160810000001
2018-05-19,5.542371771000001
2018-05-20,5.439065098
2018-05-21,7.858568632000001
2018-05-22,7.880577146
2018-05-23,6.781836299
2018-05-24,7.140587641
2018-05-25,7.103208236
2018-05-26,6.479955555999999
2018-05-27,5.074402581999999
2018-05-28,7.774903202
2018-05-29,7.095168945
2018-05-30,8.251085195
2018-05-31,8.517194348
2018-06-01,7.209552548
2018-06-02,5.5775293
2018-06-03,5.161710318
2018-06-04,7.485444815999999
2018-06-05,7.731448593
2018-06-06,7.88278977
2018-06-07,8.546539132
2018-06-08,7.569480476999999
2018-06-09,6.15329588
2018-06-10,5.75696821
2018-06-11,7.7796658239999985
2018-06-12,7.478525831
2018-06-13,7.038457545
2018-06-14,5.89589177
2018-06-15,4.56586633
2018-06-16,7.416043992
2018-06-17,4.512989511000001
2018-06-18,7.422475499000001
2018-06-19,6.697533439000001
2018-06-20,7.949949822999999
2018-06-21,7.336461537
2018-06-22,7.040098302
2018-06-23,5.552520529000001
2018-06-24,5.457075136
2018-06-25,7.203514819
2018-06-26,7.150220796
2018-06-27,6.91912849
2018-06-28,7.795130429
2018-06-29,7.094381374
2018-06-30,6.347660393
2018-07-01,5.070671179
2018-07-02,8.550903361
2018-07-03,7.436454099999999
2018-07-04,6.055028455
2018-07-05,7.428283521
2018-07-06,7.019214773
2018-07-07,6.546126585
2018-07-08,4.980044663000001
2018-07-09,7.508123711
2018-07-10,7.602223784
2018-07-11,7.285000387
2018-07-12,7.250925788
2018-07-13,7.0201898400000005
2018-07-14,8.38515231
2018-07-15,5.306512101999999
2018-07-16,7.829045687999999
2018-07-17,7.450760811
2018-07-18,8.422020808000001
2018-07-19,7.406167071
2018-07-20,7.498832767
2018-07-21,5.600705029
