run_id,fold,test_rmse,best_val_rmse,n_evals,duration_sec,sens_learning_rate,sens_max_depth,sens_min_child_weight,sens_subsample,sens_colsample_bylevel,sens_colsample_bynode,sens_reg_alpha,sens_reg_lambda,sens_grow_policy,sens_max_leaves,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves
20260305_172211,1,3.9687518052432678,0.246533661690875,603,1418.86,0.011941038795030902,0.008297488678156743,0.007582367983188649,0.16474586734024413,0.00796395260144568,0.019534169283470175,0.7184375236328086,0.001000321655633139,0.0036745732589804217,0.0568226967710419,0.011198391517352994,9,0.030198275814339936,0.8264086413433385,0.7827896228646105,0.6929751529337069,0.0001,2.346388586372073,lossguide,8
20260305_172211,2,3.8127062196626618,0.2141698162271984,603,1328.38,0.00920838013389512,0.010800141720547952,0.00970159793664362,0.1227160101303658,0.012233533744106418,0.002316054146639259,0.732922592356173,0.0015317691872456234,0.046726583997544896,0.05184333664683831,0.04549256055268333,6,0.01233896018125389,0.7168220735940388,0.6277411476222527,0.7187583113917386,0.47509050000000014,3.7850431228197916,lossguide,11
20260305_172211,3,4.9805845105527755,0.1946500272192869,603,1283.83,0.005214808623883213,0.0050405699847360305,0.011915098828961053,0.04720414380160306,0.0019460684714931679,0.042831164796156396,0.8317739403337431,0.019546526453480047,0.023356569938964383,0.011171108766979463,0.014366313920623782,8,0.022308691644132256,0.7578211223639272,0.9799999982796286,0.7680290944556414,0.25009499999999996,1.6422297880039503,lossguide,17
20260305_172211,4,4.87343679840215,0.20559364789295884,603,1992.93,0.007676536856323635,0.02315488465659657,0.012550912706098575,0.0501060552571707,0.020663464731781614,0.0028486847095671305,0.7961767259994896,0.030341094025044896,0.037959946060561536,0.01852169499736569,0.014471200537904193,5,0.5648540757083733,0.70438001552746,0.9934243011840322,0.6938349040047203,0.2810507817796906,3.562592328768325,depthwise,841
20260305_172211,5,3.261806390793034,0.25799850064087315,603,1077.91,0.02376668800084522,0.014598308569133179,0.033323297185038764,0.014739885186518625,0.011778986677364335,0.012002033546818253,0.8592867104855273,0.0016428444040514267,0.013127107799988066,0.015734138144714676,0.011420344913400469,6,0.0184057247178375,0.8578991821385343,0.7258924154623421,0.7775783170939881,0.47509050000000014,1.4826058112648541,depthwise,38
20260305_172211,6,4.0073270808922565,0.21757144023278702,603,1418.16,0.016368553006979418,0.012439988994635573,0.0037417302544656976,0.055496248454739536,0.0020589897785988735,0.005105032331692271,0.8340812970519219,0.007592022240545547,0.016427148377774575,0.04668898950864647,0.01304133997402578,5,0.013798977251065114,0.8598159289055762,0.9996702323135833,0.7327496213636712,0.0001,4.3641891775317,lossguide,8
20260305_172211,7,4.112199840732124,0.22550911024146297,603,959.53,0.013774247485416714,0.06977516452655884,0.015599201859388873,0.009385422223616515,0.04201567958078234,0.006459779115715341,0.7988611502549005,0.011241115088578103,0.022130619977404915,0.01075761988763774,0.03797595730266568,6,0.005949478941330708,0.7943485087266002,0.7939999449078564,0.6814584181881856,0.0001,3.0253868833135296,depthwise,28
20260305_172211,8,4.3523221480919645,0.2666056027189951,603,1319.29,0.01526875752409842,0.018249774089856494,0.017609743452757412,0.16006928568526635,0.01914059732930007,0.01058787971054111,0.5729201991186172,0.019196097913620685,0.007099081711693298,0.15985858346424883,0.09070256434783341,5,0.03298072441330432,0.6032082940048518,0.9997009101474139,0.9799999975933332,0.02401916837837555,3.8561335856575303,lossguide,298
