run_id,method,model,dataset,fold,test_rmse,best_val,n_evals,duration_sec,param_learning_rate,param_feature_fraction,param_bagging_fraction,param_num_leaves,param_min_data_in_leaf,param_extra_trees,param_min_data_per_group,param_cat_l2,param_cat_smooth,param_max_cat_to_onehot,param_lambda_l1,param_lambda_l2,param_bagging_freq,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200
20260306_121731,random_search,lightgbm,concrete_compressive_strength,1,4.531808324071781,0.22939430312001105,50,28.99,0.0646116171123544,0.8324937930422943,0.8619514354933575,46,12,False,14,0.005196430924204296,1.889164464593703,96,0.4352434244073329,0.25375254010730375,1,0.23298110584432058,0.22939430312001105,0.22939430312001105,,,
20260306_121731,random_search,lightgbm,concrete_compressive_strength,2,4.746389693785963,0.20106232901951698,50,46.35,0.011803320967784872,0.5134222676784137,0.8796338288915607,7,10,False,2,0.017883081754068938,0.2600775702717548,43,0.7836543091813287,0.6794597596894528,1,0.2974918404137684,0.24593267903867144,0.20106232901951698,,,
20260306_121731,random_search,lightgbm,concrete_compressive_strength,3,4.695702650083261,0.19996948998876587,50,47.87,0.02285375914707497,0.7068336176434968,0.9741971640670785,174,1,False,12,0.09962640843437798,0.009836193677225201,54,0.23827934612903173,1.556936266700859,1,0.28064911843078355,0.19996948998876587,0.19996948998876587,,,
