run_id,method,dataset,fold,test_rmse,best_val_rmse,n_trials,duration_sec,param_grow_policy,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_max_leaves,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200
20260306_104733,optuna_tpe,concrete_compressive_strength,1,4.3032276495040875,0.2586840427018567,50,175.61,lossguide,0.00607026293120772,8,0.0027219616196798484,0.9666183153257112,0.9252527510779224,0.6676538007524326,0.21304414842422525,4.574556357388809,8,0.2674596310666189,0.2650470682159847,0.2586840427018567,,,
20260306_104733,optuna_tpe,concrete_compressive_strength,2,4.747774314936896,0.23365051751817176,50,137.6,depthwise,0.005541794953216017,6,0.04680046935597472,0.7336155292856649,0.8342213649542123,0.6472594829178778,0.0822941492604561,0.0004757191392909463,9,0.2527419189702798,0.23365051751817176,0.23365051751817176,,,
20260306_104733,optuna_tpe,concrete_compressive_strength,3,4.4060442070100105,0.25215506076731736,50,79.36,lossguide,0.012702960957894123,7,0.19841318639275085,0.6445382364706687,0.6293351710485388,0.8729816328497647,1.741043101476734,3.7045779449903664,402,0.25790512282798805,0.2552194996052005,0.25215506076731736,,,
