run_id,method,dataset,fold,test_rmse,best_val_rmse,n_evals,duration_sec,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200
20260307_131822,random_search,QSAR_fish_toxicity,1,0.9537006344202661,0.5273598136384791,20,7.99,0.05237830490640591,5,0.49310501712465526,0.964934483022012,0.6374769604951799,0.738200483723491,4.394300185053952,1.130883418127559,depthwise,671,0.5273598136384791,,,,,
20260307_131822,random_search,QSAR_fish_toxicity,2,0.8875912278594721,0.6545314474019369,20,9.02,0.05642795649288798,9,4.5376116927260775,0.8648264073763663,0.6132688450588734,0.693405559094681,0.7487795141129491,2.9181851291330694,depthwise,738,0.6639675066191,,,,,
