run_id,method,dataset,fold,test_rmse,best_val_rmse,n_evals,duration_sec,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200
20260307_131127,random_search,concrete_compressive_strength,1,4.889107512461282,0.30437161670142643,20,23.58,0.06207292445721753,4,0.027802899915491175,0.6164537215880925,0.7402364636826841,0.6497658311189668,0.6597078789792565,3.5124644230332787,depthwise,34,0.30437161670142643,,,,,
20260307_131127,random_search,concrete_compressive_strength,2,5.031373444356875,0.28687035450707243,20,29.11,0.06619266973497222,9,1.4865443257414435,0.7035912085923703,0.9867277753519921,0.8837121937675387,1.4164155355906982,0.6156398152364176,depthwise,11,0.2950296376307736,,,,,
