run_id,dataset,task,method,total_evals,fold,seed,best_val,n_trials,duration_sec,rmse,mae,r2,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200,auc,accuracy,logloss
20260309_002910,hazelnut-contaminant-detection,classification,Optuna-200,200,2,42,0.17685327516577226,200,284.87,,,,0.09952840136273776,7,0.01664465222007771,0.6833402459509325,0.7909809670005334,0.7852149025276228,0.6693178109029447,0.40433869902307423,lossguide,11,0.19767502079634594,0.1934959796636167,0.19026731307465375,0.18528598017118214,0.17708694723761195,0.17685327516577226,0.9742222222222222,0.93,0.19370874162888374
20260309_002910,hazelnut-contaminant-detection,classification,Optuna-200,200,3,42,0.23093689198735665,200,270.97,,,,0.0912549024769466,5,2.548410435016005,0.6603193917994196,0.9044987341763999,0.8770891797961075,0.003932985790527125,2.8576378573717345,lossguide,1012,0.24555546442275694,0.24337546391499143,0.23645685623329174,0.23390357888941962,0.23205604728361331,0.23093689198735665,0.9775111111111111,0.9333333333333333,0.19075367929557208
20260309_002910,hazelnut-contaminant-detection,classification,Optuna-200,200,4,42,0.20224020502832998,200,456.58,,,,0.0593104732060418,5,0.012332266768256267,0.9742240385314708,0.6089305164412344,0.9830927643568954,0.436771076157627,4.278390141480411,lossguide,732,0.20913495919413091,0.20913495919413091,0.20913495919413091,0.2072043209494589,0.20548048088480925,0.20224020502832998,0.9768444444444445,0.93,0.18782651474884507
20260309_002910,hazelnut-contaminant-detection,classification,Optuna-200,200,5,42,0.22602765043867304,200,282.51,,,,0.0933095281373874,4,0.015764302839074828,0.9673151946271008,0.63754996145125,0.6018050526636186,0.005989474748331058,0.5083339300144831,lossguide,11,0.24937531954699768,0.2386998788500884,0.23573097433594484,0.2337346629819787,0.22602765043867304,0.22602765043867304,0.9776888888888888,0.91,0.1890867580105878
20260309_002910,hazelnut-contaminant-detection,classification,Optuna-200,200,6,42,0.13199497961152398,200,475.58,,,,0.08169465477241328,9,0.036462176360002756,0.7506037972751352,0.60166390482778,0.8657231068794237,0.5830649537041155,2.884664434493903,depthwise,15,0.14248970185011897,0.13883788735947253,0.13857445083035258,0.13199497961152398,0.13199497961152398,0.13199497961152398,0.9801777777777778,0.9233333333333333,0.17747267732007577
20260309_002910,hazelnut-contaminant-detection,classification,Optuna-200,200,7,42,0.1744792610125087,200,416.28,,,,0.01579725380688371,4,0.015097199175123324,0.8882799826491714,0.9309906827759707,0.6556034395962334,0.008466098874221839,0.5902616829944801,lossguide,592,0.18457952849920284,0.17996584586995673,0.17680693541405904,0.17558818436724016,0.17558818436724016,0.1744792610125087,0.9796888888888889,0.91,0.18945837549096475
20260309_002910,hazelnut-contaminant-detection,classification,Optuna-200,200,8,42,0.2266414235231739,200,564.1,,,,0.031187689426130785,4,0.0010999035108529463,0.6109761542680662,0.6957123416919525,0.699255174685836,0.20944387916754614,2.631518267326882,depthwise,48,0.2382858545413217,0.2382858545413217,0.23667950740660246,0.23332204161935358,0.23198180353581094,0.2266414235231739,0.9738666666666667,0.9066666666666666,0.21889716437761345
20260309_002910,seismic-bumps,classification,Optuna-200,200,1,42,0.1831102176313077,200,24.68,,,,0.09423353550224546,4,0.007913933223635828,0.9038719616268118,0.8779322965773095,0.6691100057006788,1.6286592145505372,1.8980584540445338,lossguide,24,0.18902468401244715,0.1874889572504615,0.18588888375679583,0.1853383340284798,0.1831102176313077,0.1831102176313077,0.7286345001576789,0.934984520123839,0.22637411102303953
20260309_002910,seismic-bumps,classification,Optuna-200,200,2,42,0.184886864098937,200,28.15,,,,0.095239060160385,5,2.76408532748797,0.7685283994440593,0.6094221348940826,0.9933517754448441,3.7098335542542076,0.8361141398979185,depthwise,27,0.1889833270717437,0.1883482971100292,0.1879552686129262,0.1866340217684944,0.18578866160513513,0.184886864098937,0.7655313781141596,0.934984520123839,0.1997328565050833
20260309_002910,seismic-bumps,classification,Optuna-200,200,3,42,0.23239562880861223,200,29.75,,,,0.021505097207436406,6,0.10149461626710835,0.8922937816369865,0.6310797680887174,0.6487629906190728,0.5102211800522537,1.2436630887208222,depthwise,10,0.2381571099874731,0.23427309490112672,0.23427309490112672,0.2332803480483443,0.23239562880861223,0.23239562880861223,0.7778303374329865,0.934984520123839,0.21152617528547873
