run_id,dataset,task,method,total_evals,fold,seed,best_val,n_trials,duration_sec,rmse,mae,r2,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200
20260307_180429,concrete_compressive_strength,regression,Optuna-200,200,6,42,0.26131918355754374,200,178.46,3.751666736286164,2.7128007196496164,0.950215938582687,0.08047407052696677,6,0.06233676277292612,0.6982844954619876,0.6365662326259818,0.6357468383002852,0.13394518646820397,3.869821209481405,lossguide,66,0.28079016454667566,0.27187355332810037,0.26621471313666956,0.26131918355754374,0.26131918355754374,0.26131918355754374
20260307_180429,concrete_compressive_strength,regression,Optuna-200,200,7,42,0.2985337247325023,200,221.93,3.925874652939034,2.716340317515968,0.9362600655555186,0.041875721266266874,4,0.004772661429654974,0.941931564969927,0.6614452681546527,0.6153102476767566,0.5353909991039842,0.010803665391236977,depthwise,140,0.3231522320374467,0.3066883086608681,0.30370865425176236,0.30370865425176236,0.2985337247325023,0.2985337247325023
20260307_180429,concrete_compressive_strength,regression,Optuna-200,200,8,42,0.2225148875116865,200,232.35,4.375442805322236,2.5809856777431848,0.9420435235547618,0.05533137161885949,5,0.004789092074240956,0.9194008470416382,0.8201248627196448,0.6353883476256655,0.1341340483661566,1.6095094377217052,lossguide,51,0.23973340803085363,0.22595712284978536,0.2258980268682444,0.2225148875116865,0.2225148875116865,0.2225148875116865
20260307_180429,healthcare_insurance_expenses,regression,Optuna-200,200,1,42,0.4013205027897602,200,30.65,4079.5130199316263,2401.808074731213,0.8335947695088157,0.0535310429062998,4,0.21952843617196804,0.7163152702922795,0.9986885068468848,0.9067996607742917,0.5604472526384334,0.2925222602471601,lossguide,8,0.40983582804876195,0.40634762798401264,0.40634762798401264,0.40634762798401264,0.4013205027897602,0.4013205027897602
20260307_180429,healthcare_insurance_expenses,regression,Optuna-200,200,2,42,0.36926719484248016,200,49.05,3509.186899289773,2244.6816488899744,0.8980573377022039,0.08904297956722358,4,0.001513065796818069,0.9635200159435758,0.9866783591570188,0.7948371906873235,4.856409489563687,1.5321822549740083,depthwise,79,0.373831654809314,0.37264477706791027,0.3723846873138284,0.3707949437156891,0.3694905475151606,0.36926719484248016
20260307_180429,healthcare_insurance_expenses,regression,Optuna-200,200,3,42,0.40374095804945215,200,49.57,4088.0608826116018,2345.2437900159057,0.9114798238652617,0.0788564980083904,4,0.0055997133701724605,0.953833538351444,0.9910074895309915,0.8069757587567441,0.24080338552440927,1.7336823967556523,lossguide,99,0.4132021841445694,0.412435490644837,0.4117939922736881,0.4099761823272331,0.4051354961870066,0.40374095804945215
20260307_180429,healthcare_insurance_expenses,regression,Optuna-200,200,4,42,0.30459403976964633,200,70.72,5408.029558923704,2890.2811021500747,0.8036543750473751,0.015553291594815638,4,0.10607399513100024,0.7384420666330281,0.950802657429052,0.8308393510766107,0.25790624701283604,4.5140291225348985,depthwise,13,0.3113587239934878,0.30976397887194074,0.30734609150027004,0.30596614618132884,0.30459403976964633,0.30459403976964633
20260307_180429,healthcare_insurance_expenses,regression,Optuna-200,200,5,42,0.35427718222964116,200,57.99,4560.21083937145,2566.804887132766,0.7848397995479414,0.006184892545179459,4,2.7961962624877916,0.9993879576581132,0.9216783843488886,0.9091606492572099,0.08208474582692019,2.438100941966043,depthwise,75,0.357327539306204,0.3566343902219204,0.3556569136637326,0.35482629942558624,0.35481410476122166,0.35427718222964116
20260307_180429,healthcare_insurance_expenses,regression,Optuna-200,200,6,42,0.38518069933839755,200,54.34,4640.5946170391635,2506.147957172623,0.8861992919253552,0.010204186590548676,9,0.06570943653037548,0.7987801622496083,0.8404071146261837,0.8410934886663718,0.5020307873077816,1.6348158348974053,depthwise,10,0.38862424409859436,0.3871116789265823,0.38595284635042326,0.38595284635042326,0.385369726409553,0.38518069933839755
20260307_180429,healthcare_insurance_expenses,regression,Optuna-200,200,7,42,0.3542427956015414,200,93.77,5318.639186940804,2969.3641986662606,0.8236455796778569,0.0066857294036286,6,0.23494377546912065,0.7775261392247508,0.8786321918346635,0.9760176657875224,1.1151984931486205,2.151901953696418,depthwise,8,0.35792604331749134,0.3567815302383484,0.3542636906683082,0.3542636906683082,0.3542636906683082,0.3542427956015414
20260307_180429,healthcare_insurance_expenses,regression,Optuna-200,200,8,42,0.4102853124607889,200,47.29,4081.145988318611,2452.322072789577,0.8913068867731251,0.0883780332883861,4,0.08113821599441158,0.8986636097866857,0.7753503027651248,0.8277551875206584,0.00574637521033991,3.371668187176594,depthwise,195,0.4181045161556682,0.41673339650897184,0.4164368087885357,0.41228708448917406,0.4120450768043395,0.4102853124607889
20260307_180429,airfoil_self_noise,regression,Optuna-200,200,1,42,0.19670012941262272,200,603.29,1.6988373230950584,0.9516335468698058,0.9413575992074587,0.03091945095455538,9,0.06084851560975193,0.7137945987074761,0.7879457102329739,0.7827244522715131,0.0025417193563653587,4.368226338183958,lossguide,147,0.20812011745709294,0.2031691026553753,0.20022195225948722,0.19809176299096024,0.19670012941262272,0.19670012941262272
20260307_180429,airfoil_self_noise,regression,Optuna-200,200,2,42,0.17535739970127054,200,866.16,1.363396543275531,0.87117859730822,0.9615593299606615,0.013892148771825218,10,4.983501210181812,0.9926350572150315,0.7604329396640223,0.7910143952597722,0.004012929012388833,4.439163761719842,depthwise,70,0.19347430915916478,0.17717168774606581,0.17717168774606581,0.17717168774606581,0.17554281357170626,0.17535739970127054
20260307_180429,airfoil_self_noise,regression,Optuna-200,200,3,42,0.21607055985330273,200,418.4,1.4439216469992353,0.8956805783535574,0.9610897549020294,0.02358232386712686,6,0.16307626981985643,0.7090275292241215,0.9323342512240358,0.9858139468478387,0.007463746356577872,4.633633058640983,depthwise,104,0.24253220848023102,0.22315524150857644,0.22315524150857644,0.21607055985330273,0.21607055985330273,0.21607055985330273
20260307_180429,airfoil_self_noise,regression,Optuna-200,200,4,42,0.17446188469152005,200,741.66,1.0025213041820593,0.7034218240291515,0.976216785458475,0.03863501606804808,10,0.008107786433081247,0.6516252578803954,0.8340638539772807,0.91721624826843,0.0061216096933398596,4.91041026367458,lossguide,73,0.2100483643386087,0.2006437269506939,0.18681597749016424,0.18437926979882482,0.17586761564099662,0.17446188469152005
