run_id,dataset,task,method,adaptive,total_evals,fold,seed,best_val,n_evals,duration_sec,rmse,mae,r2,sens_learning_rate,sens_max_depth,sens_min_child_weight,sens_subsample,sens_colsample_bylevel,sens_colsample_bynode,sens_reg_alpha,sens_reg_lambda,sens_grow_policy,sens_max_leaves,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200
20260307_134501,QSAR_fish_toxicity,regression,HDMR-200,False,200,1,42,0.6415346539488129,201,94.78,0.9540610716027422,0.6660195607386138,0.6041121460731578,0.01096745254910144,0.21277797804526347,0.02864214482516318,0.15743341687813622,0.007101858649557237,0.026014074720300318,0.22387392701674805,0.010350659574518311,0.02445027362657637,0.2983882141146355,0.09999999705352895,6,0.003041718674620386,0.8,0.9999999947659152,0.8409563143859018,2.745124846942638,3.116226059981159,lossguide,71,0.6509377772934924,0.6461243370722249,0.6461243370722249,0.6461243370722249,0.6415346539488129,0.6415346539488129
20260307_134501,QSAR_fish_toxicity,regression,HDMR-200,False,200,2,42,0.5204336581392232,201,69.84,0.8971052832960837,0.6644489125954478,0.6810424073318557,0.004337734283325018,0.22995158978382474,0.14002744512842466,0.021417610285008458,0.04456153259442975,0.1020281386985367,0.18106186546278663,0.09450398151256259,0.010541350183970784,0.17156875206713068,0.05733576507524517,7,0.13091514983132094,0.999999997241146,0.8,0.6992287411233984,4.999999963459493,4.634281028718296,lossguide,65,0.525702339352814,0.5222029107823161,0.5204336581392232,0.5204336581392232,0.5204336581392232,0.5204336581392232
20260307_134501,QSAR_fish_toxicity,regression,HDMR-200,False,200,3,42,0.47205720662972844,201,90.62,0.841546379927596,0.6159868702302901,0.6687152519741004,0.0010386039979384224,0.3303274854024178,0.0214835366835715,0.04620091989380782,0.008340799019054185,0.06375064017122971,0.4490123023224148,0.009248804187289399,0.02229570765907435,0.04830120066320199,0.039651882829597605,8,0.0010000000000000002,0.8722000360557427,0.9999999968387543,0.7272007316604756,0.0001,0.43072437742462555,lossguide,54,0.5024803442061185,0.479284666450861,0.4729815179402594,0.4729815179402594,0.4729815179402594,0.47205720662972844
20260307_134501,QSAR_fish_toxicity,regression,HDMR-200,False,200,4,42,0.5612920160775281,201,113.9,0.9606455146081361,0.6473581020135795,0.6081926952395247,0.09233979155849947,0.01985596973546426,0.001544577842612285,0.0943341681857387,0.09931485469575245,0.04012851131269167,0.5103175290294641,0.018102674364526443,0.06695167401825042,0.05711024925700003,0.09999999813833442,7,0.027022171561595972,0.759384480577675,0.885936656690308,0.7822941712169897,0.0001,0.015669444876656943,lossguide,130,0.5762830388354983,0.5692006365331661,0.5692006365331661,0.5612920160775281,0.5612920160775281,0.5612920160775281
20260307_134501,QSAR_fish_toxicity,regression,HDMR-200,False,200,5,42,0.5608555587495597,201,91.71,0.7534104408181077,0.5676976267553008,0.6153128298300633,0.16771699683089158,0.0032979198190563395,0.02336256744414857,0.39296749761898936,0.10037841040423574,0.06437278043753832,0.13988722287049646,0.010083682284258502,0.030576075389776813,0.06735684690060832,0.03085852748262367,5,0.10219903198531376,0.6,0.8,0.6687446513637644,0.3747409564748542,4.999999964013648,depthwise,96,0.5730577558211613,0.5653503568404229,0.5608555587495597,0.5608555587495597,0.5608555587495597,0.5608555587495597
20260307_134501,QSAR_fish_toxicity,regression,HDMR-200,False,200,6,42,0.5903087397984516,201,94.57,0.8355123716532687,0.6049176352509354,0.6143950825800412,0.06708767024795649,0.054829436356732264,0.24818693517132834,0.08454172019573918,0.009422924657841272,0.00726445293748989,0.11885684827979569,0.04190682278899207,0.007424534883398213,0.3604786544807265,0.008634857554943455,9,4.999999775423741,0.6862208425560166,0.6712464057931519,0.6565289587157985,4.999999958291037,1.8132605206843144,depthwise,91,0.6024554757960419,0.5999457097392104,0.5981621342950896,0.5907215799938994,0.5906207940334446,0.5903087397984516
20260307_134501,QSAR_fish_toxicity,regression,HDMR-200,False,200,7,42,0.6405926571437188,201,129.84,0.9222405396756617,0.6654950904002231,0.578822343077753,0.1230729153440167,0.3528452818120582,0.02086540728800197,0.17481539430639256,0.040022921442669376,0.006745955778772158,0.04425091601962628,0.06103711799046171,0.012423758915300427,0.1639203311027006,0.09999999806538659,7,0.17064305946827704,0.8472530195169612,0.7114222130252923,0.6132237042940534,1.6987142450294148,2.5000500000000003,depthwise,55,0.653908051995396,0.6487239960963246,0.6487239960963246,0.6487239960963246,0.6405926571437188,0.6405926571437188
20260307_134501,QSAR_fish_toxicity,regression,HDMR-200,False,200,8,42,0.5167301111997279,201,163.27,0.949244753391729,0.6878696021696107,0.604457101394069,0.012258157696294531,0.07818909518473459,0.07212949851651039,0.4246113145294156,0.1977396580253186,0.06668048562390123,0.08253043415310996,0.03969314313112258,0.007403503990849119,0.01876470914874335,0.07871249270123414,6,0.01240737406912438,0.7513372019748203,0.6,0.6378697330527918,2.259805002034746,1.8779991851056725,lossguide,8,0.5373475014846409,0.5205862698911161,0.5167301111997279,0.5167301111997279,0.5167301111997279,0.5167301111997279
20260307_134501,QSAR_fish_toxicity,regression,A-HDMR-200,True,200,1,42,0.6456543819742426,202,94.39,0.9176653726581392,0.6372040013681379,0.6337408235336517,0.01519000987189771,0.03226696084367205,0.04179402073462957,0.2702972402296827,0.030778443950977404,0.033783627540031495,0.27393630894850113,0.03700419007371784,0.04209568742096468,0.22285351038592538,0.03742796475451888,7,0.0010784368871072938,0.8,0.8868425102473023,0.6165046764979196,2.6530269314752846,2.466569054715407,lossguide,76,0.6509377772934924,0.6461243370722249,0.6461243370722249,0.6461243370722249,0.6461243370722249,0.6456543819742426
20260307_134501,QSAR_fish_toxicity,regression,A-HDMR-200,True,200,2,42,0.5204336581392232,202,74.16,0.8847896895506016,0.6482875251100776,0.689739689757516,0.009696254084817684,0.24165908896743396,0.0548671169315808,0.006173354902029199,0.050085198977327064,0.013683002387047751,0.21004889758028908,0.05964818344702679,0.07026954276386593,0.28386935995858176,0.025071470901852556,6,0.013989558500265599,0.7090938478708267,0.8457134158962898,0.7023379652245368,3.9765752407732227,4.507777508546078,depthwise,62,0.525702339352814,0.5222029107823161,0.5204336581392232,0.5204336581392232,0.5204336581392232,0.5204336581392232
20260307_134501,QSAR_fish_toxicity,regression,A-HDMR-200,True,200,3,42,0.46851199241302227,202,86.24,0.8290885789865261,0.6101083110173544,0.6784509766088836,0.014587290998572821,0.36663868040734443,0.03168357257871558,0.06433346954283439,0.016158836043641298,0.04205955544060665,0.3099754559628253,0.021092058462750952,0.03246995565572302,0.10100112490698561,0.03805526898720503,8,0.001177651823072472,0.6345495929889962,0.9888938797300574,0.7307472161844419,0.25009499999999996,0.3353175842071936,lossguide,47,0.5024803442061185,0.479284666450861,0.4729815179402594,0.4729815179402594,0.4729815179402594,0.4729815179402594
