run_id,dataset,task,method,total_evals,fold,seed,best_val,n_trials,duration_sec,rmse,mae,r2,param_learning_rate,param_feature_fraction,param_bagging_fraction,param_num_leaves,param_min_data_in_leaf,param_extra_trees,param_min_data_per_group,param_cat_l2,param_cat_smooth,param_max_cat_to_onehot,param_lambda_l1,param_lambda_l2,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200
20260415_003228,QSAR_fish_toxicity,regression,Optuna-200,200,1,42,0.6492529422143626,200,115.39,0.8915685562171113,0.6570155219825518,0.6542761721690802,0.014220464583719178,0.6224199919005792,0.980613173479787,11,6,False,31,1.2895591476429207,0.0016009833612843534,12,0.8753168516407024,1.6068038299415262,0.6647934496987742,0.6604986717739304,0.6586542181030459,0.6557683886358048,0.6557683886358048,0.6492529422143626
20260415_003228,QSAR_fish_toxicity,regression,Optuna-200,200,2,42,0.5210180960512224,200,25.66,0.9018466739687302,0.6477366767344019,0.6776619814173146,0.05654959168704024,0.7326708985387707,0.7169124411326312,16,1,False,83,0.24796371968999573,0.0040204643028484595,42,0.3122281043209365,1.5988092094768982,0.5442035102635581,0.5442035102635581,0.5391775297143577,0.5311137857614524,0.5210180960512224,0.5210180960512224
20260415_003228,QSAR_fish_toxicity,regression,Optuna-200,200,3,42,0.4555775291313729,200,112.28,0.8606167043592103,0.6369001971748941,0.6535306092257791,0.018486389946060184,0.9820889904145174,0.8289463142475915,54,1,False,16,0.13379036767583857,0.04520633470585005,11,0.1142432643810482,0.23433002956333138,0.4955647657386623,0.46677869805764866,0.46620276351165885,0.46209934828087024,0.45743711814982907,0.4555775291313729
20260415_003228,QSAR_fish_toxicity,regression,Optuna-200,200,4,42,0.555649187878683,200,101.0,0.9775163919473512,0.6613773281429415,0.5943099954775114,0.025891830254680833,0.6242892060085816,0.7136190516434227,148,4,False,24,0.039031007771317947,0.020457245060506588,21,0.20566917487471714,0.9898617011441881,0.569150965069385,0.5614120082201031,0.5593503786710583,0.5593503786710583,0.555649187878683,0.555649187878683
20260415_003228,QSAR_fish_toxicity,regression,Optuna-200,200,5,42,0.5544865680525282,200,32.73,0.7913519265850522,0.5902781406808784,0.5755918047371211,0.07321176484116103,0.7144800179680446,0.753911495202541,200,6,True,11,0.023163434786576852,0.09568627905063298,80,0.17786567536437933,0.08630457406860403,0.5687580040622084,0.5637178632993076,0.5637178632993076,0.5621787847851979,0.5560730938256786,0.5544865680525282
20260415_003228,QSAR_fish_toxicity,regression,Optuna-200,200,6,42,0.5802651679844112,200,31.33,0.8498879027936527,0.6051763081411473,0.6010117659246306,0.09676226390498263,0.9853228566551152,0.7570354615221981,55,11,True,35,0.014350179642258891,0.012817986172265603,42,0.006849772675555868,1.8098487828315073,0.6015901402840422,0.5802651679844112,0.5802651679844112,0.5802651679844112,0.5802651679844112,0.5802651679844112
20260415_003228,QSAR_fish_toxicity,regression,Optuna-200,200,7,42,0.6252070162309592,200,44.77,0.8970099373396714,0.6551636052068709,0.6015522167730587,0.08036625816781473,0.4620867053701053,0.8590585127615327,23,31,False,50,0.9884789236049302,0.07014232721640723,13,0.28850403113994794,0.8343789459893467,0.6553963056839387,0.6480188431716248,0.6409000687585087,0.6315574825329611,0.6252070162309592,0.6252070162309592
20260415_003228,QSAR_fish_toxicity,regression,Optuna-200,200,8,42,0.5068094402135005,200,72.08,0.9563508323964333,0.7036596758000462,0.5985128392910464,0.08331758484304609,0.5994022283112412,0.7353098345235374,11,10,False,8,0.18996279112320702,0.010998225283988923,54,0.9727998255452144,0.2434386122720842,0.5482396956812071,0.5237272455892961,0.5124164254894411,0.5124164254894411,0.5068094402135005,0.5068094402135005
