run_id,dataset,task,method,total_evals,fold,seed,best_val,n_trials,duration_sec,rmse,mae,r2,param_learning_rate,param_feature_fraction,param_bagging_fraction,param_num_leaves,param_min_data_in_leaf,param_extra_trees,param_min_data_per_group,param_cat_l2,param_cat_smooth,param_max_cat_to_onehot,param_lambda_l1,param_lambda_l2,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200,auc,accuracy,logloss
20260330_110717,houses,regression,Optuna-200,200,8,42,0.3669510012720446,200,2121.34,0.21024381727508562,0.14540831613921812,0.8577108742630493,0.02217373881125196,0.5536660729705969,0.8360662412727021,157,2,False,2,0.5150121292216344,0.009604934256962457,91,0.6900315611242273,1.0733587420177373,0.37241005411217887,0.368219712346628,0.3669510012720446,0.3669510012720446,0.3669510012720446,0.3669510012720446,,,
20260330_110717,Food_Delivery_Time,regression,Optuna-200,200,1,42,0.7868015544550383,200,1583.93,7.3865939714485185,5.805165391111799,0.373567250178526,0.005912606714062553,0.5219822793201174,0.9843251512800844,38,41,False,6,0.01100601475369086,3.16724378110296,79,0.5745463142376737,0.8168439040432557,0.7882684475118928,0.7873571622696965,0.7871296005917664,0.7870102111243517,0.7868015544550383,0.7868015544550383,,,
20260330_110717,Food_Delivery_Time,regression,Optuna-200,200,2,42,0.7893987929414471,200,1251.04,7.322456702242248,5.777388768382481,0.38264307261087294,0.018963150834762986,0.47791669441881396,0.8835567325977046,44,14,False,5,0.006213714834568981,0.0013694818918832587,43,0.658454455179041,0.38498010641144376,0.7918178281627694,0.7900830029441847,0.7896221944673667,0.7894884545283114,0.7893987929414471,0.7893987929414471,,,
20260330_110717,Food_Delivery_Time,regression,Optuna-200,200,3,42,0.7882851067932473,200,1112.37,7.266759455554841,5.691820548558067,0.40066520067457756,0.0066686833758861485,0.5435390441271208,0.9695063542554277,42,58,False,7,0.01225331101166324,0.007596296455433986,10,0.6268938781017093,1.9995142098971026,0.7922060431059653,0.7892005480078998,0.7887454674959029,0.7887454674959029,0.7886229221109077,0.7882851067932473,,,
20260330_110717,Food_Delivery_Time,regression,Optuna-200,200,4,42,0.7816115629408638,200,1665.9,7.305842323963519,5.77563541242694,0.3767920608793123,0.0058212754003642364,0.4836399493313366,0.9699826322417471,25,18,False,34,0.018318943469770848,0.15523918790874638,13,0.9233052100505288,0.7614442641207861,0.7830039678751264,0.7822237474494325,0.7822237474494325,0.7817396324490434,0.7816115629408638,0.7816115629408638,,,
20260330_110717,Food_Delivery_Time,regression,Optuna-200,200,5,42,0.7769921752876656,200,1153.34,7.4085188114301275,5.82575468169884,0.3782788772406309,0.014313537326585989,0.7962232810885361,0.932509915650238,19,7,False,52,0.033258023647716836,32.46800635473144,91,0.2712300780918889,1.6626860147794824,0.7783878355704003,0.7776417394412128,0.7773612504671037,0.7770393082626291,0.7770393082626291,0.7769921752876656,,,
20260330_110717,Food_Delivery_Time,regression,Optuna-200,200,6,42,0.7774312844941241,200,1131.68,7.433696028143462,5.849732010086458,0.3842939591609259,0.020150601718122316,0.5761275460773849,0.9475937160994593,16,5,False,43,0.0263153632065186,0.02009004380152837,39,0.8564335796110548,1.6552169620783785,0.7788402543253086,0.7782655983075347,0.7779456282380194,0.7777185328853471,0.7774312844941241,0.7774312844941241,,,
20260330_110717,Food_Delivery_Time,regression,Optuna-200,200,7,42,0.7946979276759103,200,1112.86,7.432184673966166,5.877298482733157,0.3855666395647749,0.02682181954575303,0.9372500545385314,0.8056537575806522,25,2,False,26,0.05054908947319874,0.0022275272031836314,47,0.7897145714322122,1.6970545792579785,0.7959774637704865,0.795134693809806,0.7948798000572556,0.7948798000572556,0.7946979276759103,0.7946979276759103,,,
20260330_110717,Food_Delivery_Time,regression,Optuna-200,200,8,42,0.7825419559479132,200,1004.82,7.3687704735804385,5.791786493128632,0.3857954983392432,0.021135151072414954,0.671203653752562,0.8724026852073667,14,1,False,41,0.034575789725654275,0.21818951696844419,47,0.26266807153212857,1.0722902570352804,0.7829315739035099,0.7829315739035099,0.7829315739035099,0.7825419559479132,0.7825419559479132,0.7825419559479132,,,
20260330_110717,diamonds,regression,Optuna-200,200,1,42,0.13021855234606627,200,1586.07,499.97073819543255,256.5094543302135,0.9840330822631222,0.023457969021141004,0.8502837946273584,0.930897894163288,98,1,False,30,1.0659319487168275,54.28730964704742,77,0.0004872079118713214,0.4969484289076687,0.13246861534410925,0.13206225969154117,0.13109377346534623,0.13076919722496227,0.13068652806454045,0.13021855234606627,,,
20260330_110717,diamonds,regression,Optuna-200,200,2,42,0.13207848447389547,200,1833.47,506.4598163728728,265.6409685251565,0.983679631473291,0.011159730323900857,0.6826756495939393,0.9941022693462933,61,2,False,8,0.24038931904557623,0.021402024490173404,43,0.04137490304388826,1.0558507086296898,0.13488545361206974,0.13434663003766006,0.1329989031345014,0.13231807731606848,0.1321043693817963,0.13207848447389547,,,
20260330_110717,diamonds,regression,Optuna-200,200,3,42,0.13705131264198267,200,1182.77,526.3477278069969,276.9463990941273,0.9826561972882378,0.037289929648709016,0.6407117034575273,0.9999728270177247,9,1,False,10,0.006847325763798921,19.8421226053051,26,0.5917874586279253,1.2320754784675754,0.14211927903381585,0.13973692633888138,0.13804770569296018,0.13716580433511522,0.13716580433511522,0.13705131264198267,,,
20260330_110717,diamonds,regression,Optuna-200,200,4,42,0.13465271165142834,200,1073.58,502.8426620611369,264.2776860161073,0.984188488101329,0.0339707211652166,0.7922721934783248,0.9312112583444977,25,3,False,5,0.019443001773820915,59.088401265219446,67,0.3591252181648441,0.8844054963256507,0.13698086763475692,0.13554065746393615,0.13515768508382375,0.1348868703504199,0.1348868703504199,0.13465271165142834,,,
20260330_110717,diamonds,regression,Optuna-200,200,5,42,0.1292584394732333,200,861.51,545.2589314741869,283.4772989770377,0.9817015851459726,0.015601964891392074,0.8284776566452522,0.9944558475609151,49,1,False,12,0.13390684010487844,0.0021430923106711608,42,0.27522455946031804,0.055959597904992685,0.13284085262913659,0.13180383898970935,0.13040105590387152,0.13007246325825297,0.1294294687788003,0.1292584394732333,,,
20260330_110717,diamonds,regression,Optuna-200,200,6,42,0.12529404971675695,200,1511.98,557.669338155086,280.2292693504216,0.980539355440146,0.016169809501735913,0.9627646018451849,0.9756323177461574,23,2,False,9,0.2104724469855847,10.109580251305875,10,0.7413841850236861,0.03648334727809305,0.12733528594760027,0.12610182628629615,0.12610182628629615,0.125869497499469,0.125478739863001,0.12529404971675695,,,
20260330_110717,diamonds,regression,Optuna-200,200,7,42,0.12949962574388024,200,2561.69,513.4335163488906,259.492446666662,0.9832639016222096,0.006403665752442043,0.8696280569167529,0.9097119134685674,200,3,False,49,0.08946351360076353,0.008257517516459782,70,0.6131828856106133,1.953646714476508,0.13152410601250814,0.13030765737785907,0.12994361326097617,0.12979620897739091,0.12970763826776036,0.12949962574388024,,,
20260330_110717,diamonds,regression,Optuna-200,200,8,42,0.131660939675821,200,1784.78,534.8935399434918,281.702348638985,0.9821039535737635,0.007490744246994282,0.9639363955360806,0.839185103223328,59,1,False,2,0.23182995683633298,0.0061128408006631005,93,0.003352603263997677,0.06324198752799957,0.13254233478461575,0.13240242402430002,0.13226731082170692,0.131660939675821,0.131660939675821,0.131660939675821,,,
20260330_110717,physiochemical_protein,regression,Optuna-200,200,1,42,0.5553937244823235,200,9006.52,3.30776461144401,2.1889903133324244,0.7073793620344709,0.015836501998865632,0.8337317989721352,0.8200339360714367,200,6,False,93,0.022167381228474444,29.008903946803898,20,0.20183258869694515,1.4350128271179332,0.5618161074234053,0.5600979278297422,0.557919770564447,0.5554544800978815,0.5554337695591092,0.5553937244823235,,,
20260330_110717,physiochemical_protein,regression,Optuna-200,200,2,42,0.5624381078691842,200,13852.88,3.3763558432004612,2.21822886235732,0.698431310848665,0.0070394711252259766,0.9320553868281152,0.8610789962158217,199,2,False,72,0.3236857385020871,40.105539797053645,100,0.3430881338686139,0.7490343598197686,0.5726846681755275,0.5649861797758096,0.5641253469573897,0.563335203827852,0.5624381078691842,0.5624381078691842,,,
20260330_110717,physiochemical_protein,regression,Optuna-200,200,3,42,0.5531491588136447,200,16670.77,3.2294512514797096,2.142790882208903,0.7142572311587913,0.005398250702946578,0.9863490829944263,0.7199495764932023,200,1,False,35,0.01629102053073714,2.1219399120626394,65,0.22167600299478102,0.5865336498396166,0.5607572280442584,0.5558258607311355,0.5558258607311355,0.5534327373389047,0.5531782884755537,0.5531491588136447,,,
20260330_110717,physiochemical_protein,regression,Optuna-200,200,4,42,0.5444154934779978,200,14803.13,3.344695201433593,2.1756758746102807,0.6978480250352377,0.009282302003303048,0.8774735405326448,0.8840439716332699,199,3,False,25,0.033750907608955036,29.49592256992983,78,0.2272863491533661,0.4814240399625743,0.5598492851185154,0.5493942990397621,0.5468549777730262,0.5446435484247872,0.5444422311242805,0.5444154934779978,,,
