run_id,dataset,task,method,total_evals,fold,seed,best_val,n_evals,duration_sec,rmse,mae,r2,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200,auc,accuracy,logloss
20260307_180440,airfoil_self_noise,regression,RS-200,200,4,42,0.19954771976057575,200,378.31,1.0703737757023302,0.7808890543186923,0.9728884558775359,0.02770288399416412,9,0.023771679352067695,0.8484367035329342,0.6834276136010885,0.8001522559672594,0.12042145733451472,2.3911891364559534,depthwise,148,0.2191852257809824,0.19954771976057575,0.19954771976057575,0.19954771976057575,0.19954771976057575,0.19954771976057575,,,
20260307_180440,airfoil_self_noise,regression,RS-200,200,5,42,0.19683216351370295,200,438.26,1.6861609746885555,1.1360750602559837,0.942925777713904,0.09024828519744067,7,0.012243390898823784,0.9195978667587041,0.9089277449995279,0.8925271835178137,0.2712624388718046,4.850411515173037,lossguide,32,0.22326438355226966,0.21610989016988724,0.21610989016988724,0.19927593897280763,0.19683216351370295,0.19683216351370295,,,
20260307_180440,airfoil_self_noise,regression,RS-200,200,6,42,0.21962594921462766,200,489.11,1.2718107383470179,0.8577818655460439,0.9623959685534196,0.020779253905051264,9,0.9912710377598279,0.8174627471715212,0.9088418714702129,0.8858237136155367,0.18339560167919844,2.000304874266219,depthwise,44,0.24461740911816673,0.23197587281987891,0.21962594921462766,0.21962594921462766,0.21962594921462766,0.21962594921462766,,,
20260307_180440,airfoil_self_noise,regression,RS-200,200,7,42,0.20836803781168411,200,476.39,1.3667652130825658,0.8646094499953249,0.9638411845924852,0.03593681475661051,7,0.03456849094680032,0.7780070934444666,0.9994407791644335,0.9305992644280195,0.014688578330725432,2.288491963740718,lossguide,50,0.2150581728813333,0.2150581728813333,0.2150581728813333,0.21105587544202775,0.21105587544202775,0.20836803781168411,,,
20260307_180440,airfoil_self_noise,regression,RS-200,200,8,42,0.20416037974408976,200,356.96,1.3780842899869945,0.8661198740260486,0.95342217295725,0.06691548750000186,9,1.177559172334156,0.8297814659774303,0.8566569104790687,0.971731398254633,0.11690465805241838,4.960806129219756,depthwise,130,0.24216000291056938,0.20603453015430764,0.20603453015430764,0.20603453015430764,0.20416037974408976,0.20416037974408976,,,
20260307_180440,Fiat500_used,regression,RS-200,200,1,42,0.36473912534434033,200,136.49,838.8359955133974,638.6285141070272,0.8298449781451036,0.06996050618275232,4,0.0038329832641274967,0.7193439781665802,0.607585633918643,0.982582277432084,4.809060297422949,3.6743312180877665,depthwise,14,0.36473912534434033,0.36473912534434033,0.36473912534434033,0.36473912534434033,0.36473912534434033,0.36473912534434033,,,
20260307_180440,Fiat500_used,regression,RS-200,200,2,42,0.3786245917576118,200,128.02,714.6604059026738,547.3948753238342,0.8689505746845672,0.028958613785597612,8,2.549888199109339,0.871527012437582,0.7700958006083966,0.6684513710439205,0.48876561686238273,1.590946531230584,lossguide,125,0.3786245917576118,0.3786245917576118,0.3786245917576118,0.3786245917576118,0.3786245917576118,0.3786245917576118,,,
20260307_180440,Fiat500_used,regression,RS-200,200,3,42,0.3814349833420674,200,162.51,735.975977946054,545.4099146525065,0.8593633787788251,0.03443639100979119,5,1.4966840610827141,0.8033934563398362,0.622826936841011,0.8287898119539022,1.358553428234253,4.028644613097701,depthwise,756,0.38617342817086464,0.38617342817086464,0.3852160339398293,0.3814349833420674,0.3814349833420674,0.3814349833420674,,,
20260307_180440,Fiat500_used,regression,RS-200,200,4,42,0.39982161973303243,200,79.8,786.3422921556946,572.5116246541342,0.8194762961756761,0.06252374336736971,9,0.10490412470521893,0.8977727450430393,0.609438980743289,0.8511006962507963,0.13741823401004075,2.5817314888904805,lossguide,221,0.40534424884596,0.40077794206230494,0.40077794206230494,0.40077794206230494,0.40077794206230494,0.39982161973303243,,,
20260307_180440,Fiat500_used,regression,RS-200,200,5,42,0.38406678899098146,200,116.01,817.8519194422508,612.5315246582031,0.7853311927042292,0.045144449368454825,7,0.013125036377538465,0.8614695008844138,0.6429943848401308,0.6200588919222355,1.0781962254822255,3.2524701940523464,lossguide,47,0.3867588105257297,0.3867381513367689,0.38549076404078614,0.38538009758525177,0.38406678899098146,0.38406678899098146,,,
