run_id,dataset,task,method,total_evals,fold,seed,best_val,n_evals,duration_sec,rmse,mae,r2,param_learning_rate,param_feature_fraction,param_bagging_fraction,param_num_leaves,param_min_data_in_leaf,param_extra_trees,param_min_data_per_group,param_cat_l2,param_cat_smooth,param_max_cat_to_onehot,param_lambda_l1,param_lambda_l2,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200,auc,accuracy,logloss
20260330_110706,healthcare_insurance_expenses,regression,RS-200,200,3,42,0.40050171258185896,200,50.68,4213.748008651215,2556.381970125626,0.9059530577436099,0.033873766235291744,0.9211164323613048,0.7023545894771814,7,1,True,32,0.021705034821894616,0.05572152212052539,33,0.42831316175488754,1.457726445557084,0.4038763194737642,0.4013249852328388,0.4013249852328388,0.4013249852328388,0.4013249852328388,0.40050171258185896,,,
20260330_110706,healthcare_insurance_expenses,regression,RS-200,200,4,42,0.310708252724614,200,69.93,5494.442766460797,3017.5786840568258,0.7973295541195622,0.03827339384332562,0.8310878286138177,0.7575740576721728,7,28,False,2,0.8986101238431159,0.07959315194886514,13,0.15584711385043337,0.3533737314818427,0.31366873640508,0.3112988825674674,0.3112988825674674,0.3112988825674674,0.3112988825674674,0.310708252724614,,,
20260330_110706,healthcare_insurance_expenses,regression,RS-200,200,5,42,0.35413397388469725,200,47.13,4611.039779991179,2487.9986103357046,0.7800166390414225,0.05962302231087806,0.9695602329447865,0.8733134989626705,12,1,True,21,0.48469507357819047,0.18621294426699156,21,0.43815086327968167,1.174463507597428,0.35831217308079777,0.35595225250643325,0.35595225250643325,0.35413397388469725,0.35413397388469725,0.35413397388469725,,,
20260330_110706,healthcare_insurance_expenses,regression,RS-200,200,6,42,0.38590620611881155,200,50.72,4753.3032308895445,2693.368808314717,0.8806042848214396,0.09983637787354761,0.44352356474846605,0.8114887887611985,45,1,True,30,0.06466818422285715,1.307392875037618,8,0.5452210729933343,1.9263945984258317,0.38701444512586375,0.38612239314305935,0.38612239314305935,0.38590620611881155,0.38590620611881155,0.38590620611881155,,,
20260330_110706,healthcare_insurance_expenses,regression,RS-200,200,7,42,0.350051866312862,200,70.88,5459.92739828675,2994.9669916110297,0.8141515140881272,0.034498810610994995,0.9505797568708658,0.9678009784780442,47,5,True,3,0.9684046553157143,0.020653053781313192,45,0.42586452187309043,0.4668875303721055,0.35352416000197606,0.350051866312862,0.350051866312862,0.350051866312862,0.350051866312862,0.350051866312862,,,
20260330_110706,healthcare_insurance_expenses,regression,RS-200,200,8,42,0.4154685924069242,200,45.16,4077.618077070086,2462.158308472315,0.8914947231890241,0.019314310749822945,0.9748142367228866,0.9222346665337682,8,14,False,40,0.014204403567980318,3.650798403985349,17,0.067193306398578,1.4707829854849725,0.4154685924069242,0.4154685924069242,0.4154685924069242,0.4154685924069242,0.4154685924069242,0.4154685924069242,,,
20260330_110706,airfoil_self_noise,regression,RS-200,200,1,42,0.20843257873022578,200,356.76,1.9112241686228975,1.1191125017397527,0.9257782121067294,0.013415010187488769,0.8865625791251659,0.9021186971105635,22,3,False,3,0.3434036154745057,12.765132662107131,37,0.12492571564652026,0.743779305561725,0.25005262823093305,0.21526030144837394,0.21526030144837394,0.20843257873022578,0.20843257873022578,0.20843257873022578,,,
20260330_110706,airfoil_self_noise,regression,RS-200,200,2,42,0.17562074764720534,200,315.38,1.3076048909919933,0.8304490850141963,0.9646410268249862,0.01772834263992506,0.9676055915653705,0.7483913860283792,23,3,False,33,0.08237537325269369,21.88157104515021,31,0.04535441616596654,1.654699207397271,0.22465084940547672,0.21238229687762986,0.17562074764720534,0.17562074764720534,0.17562074764720534,0.17562074764720534,,,
20260330_110706,airfoil_self_noise,regression,RS-200,200,3,42,0.23016380188606078,200,246.75,1.5184287508072531,0.998124110676284,0.9569705744186204,0.040401547328692645,0.8875176863744855,0.8452219542115926,25,2,False,18,0.030072203769697988,0.15802573201116718,9,0.26010086760837586,1.3166912334918977,0.24133567247613727,0.24050167157034566,0.2369192103078216,0.23016380188606078,0.23016380188606078,0.23016380188606078,,,
20260330_110706,airfoil_self_noise,regression,RS-200,200,4,42,0.19563360137758756,200,300.28,1.0373174043507025,0.7414252415564864,0.9745371704993959,0.08265442493535348,0.9390238549560308,0.8835833461955189,30,1,False,31,0.04306218369056175,14.258469822355245,12,0.12877483521159738,1.7840700626651755,0.2374570827373194,0.19563360137758756,0.19563360137758756,0.19563360137758756,0.19563360137758756,0.19563360137758756,,,
