run_id,dataset,task,method,adaptive,total_evals,fold,seed,best_val,n_evals,duration_sec,rmse,mae,r2,sens_learning_rate,sens_max_depth,sens_min_child_weight,sens_subsample,sens_colsample_bylevel,sens_colsample_bynode,sens_reg_alpha,sens_reg_lambda,sens_grow_policy,sens_max_leaves,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bylevel,param_colsample_bynode,param_reg_alpha,param_reg_lambda,param_grow_policy,param_max_leaves,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200,auc,accuracy,logloss
20260319_134258,QSAR_fish_toxicity,regression,HDMR-200,False,200,1,42,0.6385271860403902,201,79.11,0.9155368375969792,0.641954355917479,0.6354379374960104,0.004891972637311658,0.12769570690135187,0.010409484374058581,0.32172068334311554,0.013116839625008868,0.01846918720849954,0.23071861871234273,0.03455898551441873,0.006730517790609462,0.2316880038932831,0.10000000000000002,10,0.0010000000000000002,0.6025982430791958,0.6471087809377303,0.6,1.8197793280651784,5.0,depthwise,1024,0.6385271860403902,0.6385271860403902,0.6385271860403902,0.6385271860403902,0.6385271860403902,0.6385271860403902,,,
20260319_134258,QSAR_fish_toxicity,regression,HDMR-200,False,200,2,42,0.5226706757666396,201,54.44,0.8765292329257677,0.6440798554420472,0.695505869447869,0.05929065457538313,0.2811174893004447,0.09849253257537184,0.030504121098758965,0.008057483498456574,0.061220122951487536,0.17237631519021204,0.19348124002038064,0.020483793750604683,0.07497624703889995,0.011570687097122865,10,0.0010000000000000002,0.6,0.6,0.7440488186857366,4.200247805505788,5.0,depthwise,1024,0.5319952529317421,0.5271284076999644,0.5247212684615327,0.5226706757666396,0.5226706757666396,0.5226706757666396,,,
20260319_134258,QSAR_fish_toxicity,regression,HDMR-200,False,200,3,42,0.4667502497372353,201,73.87,0.8293380071003333,0.5999053196823387,0.678257473929263,0.002706612331047866,0.24935346546279588,0.045825691013074134,0.02717799778506462,0.01170592268783899,0.0033477474241157697,0.42687429784676917,0.01693001188402956,0.010993389747282931,0.20508486381798105,0.048797977521100384,8,0.17008376271633419,0.6,0.8235776421194874,0.8475004081782845,0.0001,1.1597105517175896,lossguide,1024,0.48094745648724885,0.48094745648724885,0.48046778832466447,0.4667502497372353,0.4667502497372353,0.4667502497372353,,,
20260319_134258,QSAR_fish_toxicity,regression,HDMR-200,False,200,4,42,0.565979531254278,201,81.4,0.9714804361493572,0.6422303921015916,0.5993046263013252,0.040864426792166425,0.10303472525440881,0.010980653295152677,0.058966852234152344,0.07809394040855167,0.04784540781761625,0.564189596058084,0.019111667420606625,0.01831938625764585,0.058593344461615134,0.10000000000000002,8,0.013991975424383534,0.6,1.0,0.8885457255147451,0.0001,1.6403739397147554,lossguide,1024,0.5756253436941032,0.5719105109523325,0.5688051925803075,0.5688051925803075,0.5688051925803075,0.565979531254278,,,
20260319_134258,QSAR_fish_toxicity,regression,HDMR-200,False,200,5,42,0.5596978421284889,201,86.11,0.7696611912125747,0.5660471750613862,0.5985387702036202,0.052784311289347116,0.0004806185563089635,0.05815681177141863,0.40043972286405616,0.10035128794091382,0.08135458030983153,0.24362967080312115,0.015367521562087115,0.03545167377102346,0.011983801131892085,0.035341023810734645,9,0.0010000000000000002,0.6,0.6,0.6,0.0001,5.0,lossguide,110,0.5713462553965507,0.5617667515345872,0.5617667515345872,0.5596978421284889,0.5596978421284889,0.5596978421284889,,,
20260319_134258,QSAR_fish_toxicity,regression,HDMR-200,False,200,6,42,0.589261952344152,201,71.69,0.8597270177405625,0.6335555136013874,0.5917201526158231,0.0291682797940407,0.07546217861517827,0.2738159870089509,0.011332838702018972,0.03471456766690764,0.004631248607843448,0.15817775675825502,0.09253272015559882,0.029033597210375083,0.29113082548083113,0.054953415855969634,5,4.9999999999999964,0.8007681659887047,0.6774640400025114,1.0,3.922357943685929,5.0,lossguide,8,0.602683557438379,0.5899740935707175,0.5899740935707175,0.5899740935707175,0.5899740935707175,0.5899740935707175,,,
20260319_134258,QSAR_fish_toxicity,regression,HDMR-200,False,200,7,42,0.6460432029727602,201,114.52,0.8980138491999428,0.6495011458945485,0.6006598514214554,0.06982953553798607,0.39735597905213343,0.02408236439236478,0.11813780071180427,0.01541425477062623,0.013576124033385699,0.10456537443444093,0.013097878210320778,0.005768468640315545,0.23817222021662235,0.054873018962908526,10,0.0010000000000000002,0.6,0.6,0.6941208934977612,2.0403208566608564,0.0001,lossguide,79,0.6644804843870648,0.649169080984727,0.649169080984727,0.649169080984727,0.649169080984727,0.6460432029727602,,,
20260319_134258,QSAR_fish_toxicity,regression,HDMR-200,False,200,8,42,0.5260975546503878,201,137.77,0.9636927655021658,0.6822995320379205,0.5923247197546635,0.027754112595171087,0.0544146203312288,0.08933249577920269,0.3163621872976185,0.12180895633030044,0.031277761949059214,0.24494780433573077,0.06870946464942432,0.025213531066341232,0.020179065665922924,0.012131767099193879,10,0.013586704456281684,0.6,0.6,1.0,3.2669655540886233,5.0,depthwise,1024,0.5297454010570005,0.5297454010570005,0.5272954609557768,0.5272954609557768,0.5260975546503878,0.5260975546503878,,,
20260319_134258,QSAR_fish_toxicity,regression,A-HDMR-200,True,200,1,42,0.64685166088395,302,94.66,0.9170614132015508,0.6428852902713575,0.6342227702361348,0.0003512411959096989,0.1417551525389588,0.002632660915278509,0.5437202458812912,0.0006560502781334668,7.280794387064097e-06,0.0016324009645533725,0.000704614823185466,0.00019528049051710067,0.3083450721177852,0.028971231376206903,8,0.0010000000000000002,0.6027135750299308,0.8762108670534251,0.8187904884906795,3.013894925976763,5.0,depthwise,66,0.6502714937449955,0.6502714937449955,0.64685166088395,0.64685166088395,0.64685166088395,0.64685166088395,,,
20260319_134258,QSAR_fish_toxicity,regression,A-HDMR-200,True,200,2,42,0.5222524706671072,302,115.13,0.8836411122794371,0.6509367687994974,0.6905446870222325,0.00022946746026203925,0.6212530150055904,1.6857803837949577e-05,6.171220909186091e-05,0.0001407513163446134,0.0006163466220300892,0.09140059723556955,0.28519553437100187,0.00047076933674868564,0.0006149486395228714,0.005000000000000002,9,0.0010000000000000002,0.7788804532803,0.6619838945590657,0.8151192150221525,2.7764132647197077,5.0,depthwise,345,0.5297247669995875,0.5297247669995875,0.5263775442924058,0.5222524706671072,0.5222524706671072,0.5222524706671072,,,
