run_id,fold,test_rmse,best_val_rmse,n_evals,duration_sec,sens_n_estimators,sens_learning_rate,sens_max_depth,sens_min_child_weight,sens_subsample,sens_colsample_bytree,sens_colsample_bylevel,sens_gamma,sens_reg_alpha,sens_reg_lambda,param_n_estimators,param_learning_rate,param_max_depth,param_min_child_weight,param_subsample,param_colsample_bytree,param_colsample_bylevel,param_gamma,param_reg_alpha,param_reg_lambda
20260227_135429,1,50552.432825570315,0.39920545745387515,51,55.91,0.08033899933858257,0.43224028089264166,0.04963288807031839,0.2144960185228166,0.00424597296060195,0.03679124620283041,0.018853528092672454,0.026126784242910015,0.0949330390191681,0.042341242657458145,2000,0.11918340592517222,4,10.727833849053606,0.7363197504250125,0.7171027634898874,0.8680976273076912,0.0023102248081964265,0.00019248392754601677,0.0010894007876116692
20260227_135429,2,51442.3626588688,0.42389944020697934,51,42.84,0.14628550855761327,0.4449047632013818,0.03341173661458895,0.0011662888285329796,0.04157998921592756,0.028803667032585266,0.05550762730791526,0.0660494167669992,0.012791941753455029,0.1694990607210008,2000,0.09025437033535738,5,127.99998129268769,0.6633669711059157,0.6987776147923376,0.616032185024652,1.0064806058130424,2.5374199326973045e-08,1.536851521979507e-06
