run_id,method,model,dataset,fold,test_rmse,best_val,n_evals,duration_sec,param_learning_rate,param_feature_fraction,param_bagging_fraction,param_num_leaves,param_min_data_in_leaf,param_extra_trees,param_min_data_per_group,param_cat_l2,param_cat_smooth,param_max_cat_to_onehot,param_lambda_l1,param_lambda_l2,param_bagging_freq,si_learning_rate,si_feature_fraction,si_bagging_fraction,si_num_leaves,si_min_data_in_leaf,si_extra_trees,si_min_data_per_group,si_cat_l2,si_cat_smooth,si_max_cat_to_onehot,si_lambda_l1,si_lambda_l2,conv_10,conv_25,conv_50,conv_100,conv_150,conv_200
20260306_121526,hdmr_adaptive=False,lightgbm,concrete_compressive_strength,1,4.531808324071781,0.22939430312001105,50,40.17,0.0646116171123544,0.8324937930422943,0.8619514354933575,46,12,False,14,0.005196430924204296,1.889164464593703,96,0.4352434244073329,0.25375254010730375,1,0.1195010401397339,0.10491576633158484,0.03963848065138354,0.11207838683641926,0.10294613501456482,0.0688928294098224,0.0669622455179126,0.10076181412566758,0.11562010496998583,0.08048302256204248,0.06195685261728274,0.02624332182360005,0.23298110584432058,0.22939430312001105,0.22939430312001105,,,
20260306_121526,hdmr_adaptive=False,lightgbm,concrete_compressive_strength,2,4.746389693785963,0.20106232901951698,50,43.62,0.011803320967784872,0.5134222676784137,0.8796338288915607,7,10,False,2,0.017883081754068938,0.2600775702717548,43,0.7836543091813287,0.6794597596894528,1,0.18204958232865384,0.05032085793186554,0.011503470235074127,0.1763826007975708,0.10199887106001376,0.12484608191633148,0.08375780960475757,0.005668793976704471,0.026917628533818724,0.02899253114888297,0.07111962193976043,0.13644215052656633,0.2974918404137684,0.24593267903867144,0.20106232901951698,,,
20260306_121526,hdmr_adaptive=False,lightgbm,concrete_compressive_strength,3,4.695702650083261,0.19996948998876587,50,38.92,0.02285375914707497,0.7068336176434968,0.9741971640670785,174,1,False,12,0.09962640843437798,0.009836193677225201,54,0.23827934612903173,1.556936266700859,1,0.07657219256317034,0.009009185009066537,0.036671420806114643,0.09971847805324618,0.3070983510291543,0.1964048472427176,0.03330343995807214,0.00508735518508885,0.08144108791033207,0.03904595474847547,0.04156772991036031,0.07407995758420162,0.28064911843078355,0.19996948998876587,0.19996948998876587,,,
